Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
208,30,Male,Sweater,Clothing,65,Washington,L,Beige,Winter,4.8,No,Express,Yes,Yes,10,Bank Transfer,Bi-Weekly
209,33,Male,Boots,Footwear,55,Illinois,L,Beige,Spring,3.1,No,Store Pickup,No,No,5,Credit Card,Weekly
210,46,Male,Sandals,Footwear,69,Pennsylvania,M,Beige,Winter,4.6,No,2-Day Shipping,No,No,30,Credit Card,Bi-Weekly
211,48,Female,Dress,Clothing,47,Colorado,XL,Brown,Spring,3.4,No,Standard,Yes,Yes,46,Bank Transfer,Every 3 Months
212,27,Male,Jacket,Outerwear,98,Michigan,XL,Yellow,Summer,2.9,No,Free Shipping,No,No,12,PayPal,Monthly
213,21,Male,Scarf,Accessories,20,Michigan,M,Green,Spring,4.5,No,2-Day Shipping,Yes,Yes,5,Debit Card,Bi-Weekly
214,44,Female,Boots,Footwear,54,Indiana,M,Orange,Winter,2.6,Yes,Free Shipping,No,No,21,PayPal,Monthly
215,60,Female,Jeans,Clothing,55,Tennessee,L,White,Fall,3.5,Yes,2-Day Shipping,Yes,Yes,29,PayPal,Fortnightly
216,26,Female,Sweater,Clothing,42,Illinois,M,Pink,Winter,4.5,Yes,Store Pickup,No,No,32,Credit Card,Every 3 Months
217,39,Male,Sandals,Footwear,72,Virginia,XL,Black,Spring,4.0,No,Next Day Air,Yes,Yes,6,Venmo,Quarterly
218,26,Male,Jacket,Outerwear,68,New Jersey,M,Brown,Spring,3.8,Yes,Store Pickup,No,No,33,Bank Transfer,Annually
219,30,Female,Pants,Clothing,76,Indiana,L,Orange,Fall,3.4,No,Standard,No,No,18,Cash,Weekly
220,50,Male,Pants,Clothing,76,Ohio,M,Purple,Spring,2.7,No,2-Day Shipping,No,No,2,PayPal,Quarterly
221,33,Male,Hat,Accessories,39,Virginia,M,Red,Fall,5.0,No,Standard,No,No,47,Credit Card,Weekly
222,31,Male,Blouse,Clothing,53,Florida,L,Purple,Fall,2.9,No,Next Day Air,Yes,Yes,27,Cash,Weekly
223,70,Male,Sweater,Clothing,62,North Carolina,S,Orange,Summer,3.1,Yes,Express,No,No,16,Venmo,Every 3 Months
224,27,Female,Shirt,Clothing,27,Texas,M,Brown,Winter,3.1,No,2-Day Shipping,Yes,Yes,41,Bank Transfer,Bi-Weekly
225,28,Male,Gloves,Accessories,20,Massachusetts,M,Charcoal,Spring,4.8,Yes,Store Pickup,No,No,40,PayPal,Bi-Weekly
226,67,Female,Shoes,Footwear,73,Colorado,S,Grey,Spring,4.4,No,Express,Yes,Yes,11,PayPal,Fortnightly
227,47,Male,Shirt,Clothing,49,North Carolina,S,Black,Spring,3.6,No,Standard,No,No,49,Credit Card,Weekly
228,20,Male,Pants,Clothing,41,North Carolina,M,Orange,Summer,4.9,No,Store Pickup,Yes,Yes,27,Credit Card,Quarterly
229,40,Male,Gloves,Accessories,35,Illinois,M,Grey,Summer,2.6,No,Store Pickup,No,No,14,Credit Card,Monthly
230,47,Male,Handbag,Accessories,20,New Jersey,S,Grey,Fall,4.7,Yes,Free Shipping,No,No,23,Credit Card,Quarterly
231,31,Male,Dress,Clothing,42,Missouri,S,Red,Spring,,No,Express,Yes,Yes,10,PayPal,Fortnightly
232,47,Male,Skirt,Clothing,33,New York,L,Brown,Summer,3.5,No,2-Day Shipping,No,No,43,Bank Transfer,Annually
233,52,Female,Sweater,Clothing,58,Ohio,S,Black,Winter,2.6,Yes,Next Day Air,Yes,Yes,14,PayPal,Weekly
234,31,Male,Jewelry,Accessories,49,Massachusetts,L,Green,Spring,5.0,No,2-Day Shipping,Yes,Yes,22,Bank Transfer,Monthly
235,61,Female,Shirt,Clothing,53,Georgia,S,White,Winter,4.8,Yes,Next Day Air,Yes,Yes,4,Cash,Monthly
236,41,Female,Pants,Clothing,50,California,S,Maroon,Spring,4.0,Yes,Store Pickup,No,No,48,Credit Card,Weekly
237,69,Male,T-shirt,Clothing,22,California,M,Beige,Winter,3.0,No,Free Shipping,No,No,16,Debit Card,Quarterly
238,22,Female,Coat,Outerwear,83,Illinois,M,White,Winter,3.2,Yes,Standard,No,No,33,Credit Card,Quarterly
239,35,Male,Coat,Outerwear,84,Wisconsin,M,Red,Summer,3.6,No,Standard,Yes,Yes,18,Venmo,Monthly
240,56,Male,Jewelry,Accessories,53,Massachusetts,L,Yellow,Spring,3.3,Yes,Free Shipping,Yes,Yes,29,Bank Transfer,Bi-Weekly
241,65,Female,Pants,Clothing,76,Ohio,M,Yellow,Summer,2.6,No,Store Pickup,No,No,29,Venmo,Annually
242,29,Female,Hoodie,Clothing,20,Texas,S,Grey,Fall,4.1,No,Next Day Air,Yes,Yes,15,Debit Card,Fortnightly
243,69,Male,Hoodie,Clothing,39,New Jersey,L,Yellow,Summer,4.0,No,Standard,No,No,22,Debit Card,Every 3 Months
244,28,Male,Sweater,Clothing,33,Georgia,S,Charcoal,Fall,4.8,No,Express,No,No,30,Debit Card,Bi-Weekly
245,40,Male,Sunglasses,Accessories,37,Georgia,L,Blue,Winter,3.7,No,Express,Yes,Yes,11,Cash,Bi-Weekly
246,34,Female,Boots,Footwear,55,Arizona,M,White,Winter,3.4,No,Store Pickup,Yes,Yes,7,Bank Transfer,Fortnightly
247,40,Male,Sneakers,Footwear,51,Illinois,M,Green,Summer,3.8,Yes,2-Day Shipping,No,No,9,Debit Card,Quarterly
248,65,Male,Gloves,Accessories,50,Virginia,M,Purple,Winter,3.0,No,Express,No,No,21,PayPal,Fortnightly
249,56,Male,Shorts,Clothing,28,Pennsylvania,M,Red,Spring,4.1,No,Express,No,No,11,Debit Card,Bi-Weekly
250,60,Male,Gloves,Accessories,20,Virginia,M,White,Winter,4.4,Yes,Free Shipping,No,No,15,Bank Transfer,Monthly
251,31,Male,Handbag,Accessories,20,Washington,XL,White,Spring,2.9,No,Express,Yes,Yes,35,Debit Card,Weekly
252,68,Female,Dress,Clothing,39,New York,M,Beige,Fall,3.3,No,Free Shipping,No,No,34,Venmo,Every 3 Months
253,41,Male,Jacket,Outerwear,56,Massachusetts,XL,White,Fall,4.7,Yes,Store Pickup,No,No,48,Debit Card,Bi-Weekly
254,52,Male,Sunglasses,Accessories,34,Texas,M,Red,Spring,3.8,No,Store Pickup,No,No,39,Bank Transfer,Annually
255,54,Male,Hoodie,Clothing,42,Virginia,S,Beige,Summer,3.8,No,Standard,No,No,22,Bank Transfer,Quarterly
256,53,Female,T-shirt,Clothing,33,Georgia,M,Pink,Summer,4.3,No,Next Day Air,No,No,47,Credit Card,Fortnightly
257,49,Female,Scarf,Accessories,48,Colorado,XL,Black,Winter,3.9,Yes,Express,Yes,Yes,47,Debit Card,Quarterly
258,43,Male,Shorts,Clothing,44,Illinois,M,Grey,Summer,2.7,No,Standard,Yes,Yes,12,Cash,Monthly
259,52,Male,Blouse,Clothing,60,North Carolina,L,Purple,Spring,4.5,No,2-Day Shipping,No,No,9,Bank Transfer,Monthly
260,65,Male,Jacket,Outerwear,72,Pennsylvania,M,Green,Spring,4.8,Yes,Free Shipping,No,No,45,Credit Card,Every 3 Months
261,38,Male,Backpack,Accessories,34,Ohio,L,Olive,Spring,2.6,No,Standard,No,No,45,Cash,Quarterly
262,45,Female,Shoes,Footwear,46,Pennsylvania,L,White,Spring,2.8,Yes,Next Day Air,No,No,43,Bank Transfer,Annually
263,27,Male,Shirt,Clothing,44,Texas,L,Black,Summer,4.3,Yes,Next Day Air,Yes,Yes,24,Venmo,Annually
264,36,Male,Boots,Footwear,65,Georgia,L,Pink,Summer,4.0,Yes,Standard,No,No,44,Cash,Every 3 Months
265,58,Female,Skirt,Clothing,38,New York,M,Olive,Spring,3.5,No,Free Shipping,No,No,39,Cash,Monthly
266,51,Male,Scarf,Accessories,42,Washington,XL,Black,Summer,3.8,Yes,Free Shipping,No,No,38,PayPal,Monthly
267,29,Male,Coat,Outerwear,62,Texas,M,Maroon,Summer,4.3,No,Express,No,No,31,Debit Card,Annually
268,46,Male,T-shirt,Clothing,56,California,M,Olive,Fall,3.8,No,Store Pickup,No,No,14,Credit Card,Annually
269,61,Male,Coat,Outerwear,66,North Carolina,L,Yellow,Summer,2.9,Yes,2-Day Shipping,No,No,38,Credit Card,Bi-Weekly
270,24,Male,Jacket,Outerwear,87,Ohio,L,Yellow,Winter,2.7,No,Next Day Air,Yes,Yes,44,Bank Transfer,Quarterly
271,21,Male,Jacket,Outerwear,75,Indiana,M,Olive,Summer,3.6,Yes,Standard,No,No,45,Debit Card,Quarterly
272,38,Male,Hoodie,Clothing,67,Ohio,L,Orange,Summer,4.8,No,2-Day Shipping,Yes,Yes,30,Venmo,Weekly
273,52,Male,Slippers,Footwear,37,Georgia,M,Pink,Summer,3.9,No,Store Pickup,Yes,Yes,2,Venmo,Weekly
274,34,Male,Sweater,Clothing,22,Illinois,M,Red,Spring,3.4,No,Free Shipping,No,No,38,Bank Transfer,Weekly
275,61,Female,Sandals,Footwear,45,Indiana,S,Charcoal,Fall,4.8,No,Store Pickup,No,No,13,Debit Card,Fortnightly
276,62,Male,Hoodie,Clothing,24,New Jersey,L,Blue,Fall,3.5,No,Next Day Air,No,No,11,Bank Transfer,Annually
277,46,Male,Boots,Footwear,34,Florida,L,Green,Summer,3.8,Yes,2-Day Shipping,Yes,Yes,4,Bank Transfer,Bi-Weekly
278,38,Male,Belt,Accessories,44,Ohio,L,Maroon,Summer,2.8,No,2-Day Shipping,Yes,Yes,8,PayPal,Annually
279,20,Female,Belt,Accessories,34,Florida,M,Purple,Fall,4.3,No,Express,No,No,25,Credit Card,Monthly
280,61,Female,Shoes,Footwear,47,Florida,XL,Beige,Winter,4.3,No,2-Day Shipping,No,No,14,Credit Card,Monthly
281,65,Male,Jacket,Outerwear,69,Illinois,M,Olive,Summer,4.5,No,Free Shipping,No,No,20,Venmo,Fortnightly
282,41,Male,Jeans,Clothing,36,Indiana,M,Orange,Summer,3.3,No,Next Day Air,No,No,26,Debit Card,Quarterly
283,45,Male,Shoes,Footwear,79,Michigan,XL,Grey,Spring,3.6,No,Store Pickup,No,No,27,Debit Card,Quarterly
284,57,Male,Handbag,Accessories,23,Georgia,L,Beige,Summer,2.9,No,Express,No,No,21,Bank Transfer,Bi-Weekly
285,54,Male,Handbag,Accessories,20,Florida,XL,Pink,Fall,4.9,Yes,Express,Yes,Yes,23,Credit Card,Every 3 Months
286,25,Male,Gloves,Accessories,46,Florida,L,Grey,Fall,2.7,Yes,Next Day Air,No,No,45,Credit Card,Quarterly
287,53,Male,Sneakers,Footwear,51,Arizona,M,White,Winter,4.1,No,Standard,No,No,15,Cash,Quarterly
288,67,Male,Backpack,Accessories,65,New Jersey,M,Olive,Summer,4.3,No,Standard,Yes,Yes,1,Debit Card,Monthly
289,57,Male,Gloves,Accessories,27,Arizona,L,White,Winter,2.9,No,2-Day Shipping,No,No,41,PayPal,Quarterly
290,43,Male,Slippers,Footwear,67,Colorado,M,Yellow,Fall,3.4,No,Free Shipping,No,No,5,Venmo,Bi-Weekly
291,45,Female,Jeans,Clothing,61,Ohio,L,Olive,Spring,2.6,No,Store Pickup,Yes,Yes,39,Venmo,Annually
292,31,Male,Hoodie,Clothing,37,Missouri,S,Charcoal,Spring,3.9,No,Free Shipping,Yes,Yes,17,Debit Card,Monthly
293,53,Female,Jewelry,Accessories,23,Tennessee,M,Maroon,Summer,5.0,No,Next Day Air,No,No,43,Credit Card,Fortnightly
294,30,Male,Slippers,Footwear,66,Indiana,L,Beige,Summer,3.6,No,Standard,No,No,9,Bank Transfer,Monthly
295,36,Female,Belt,Accessories,43,Colorado,XL,Purple,Spring,5.0,No,Next Day Air,No,No,9,Cash,Annually
296,32,Female,Scarf,Accessories,20,Colorado,M,Red,Spring,2.8,Yes,Free Shipping,Yes,Yes,21,PayPal,Annually
297,35,Female,Sweater,Clothing,28,Texas,S,Charcoal,Fall,3.5,No,Free Shipping,No,No,21,Debit Card,Bi-Weekly
298,37,Female,Hat,Accessories,20,Florida,S,Pink,Winter,4.8,Yes,2-Day Shipping,Yes,Yes,36,Venmo,Annually
299,22,Female,T-shirt,Clothing,53,New York,S,Green,Spring,4.7,Yes,2-Day Shipping,Yes,Yes,33,Venmo,Bi-Weekly
300,56,Male,Scarf,Accessories,31,Michigan,L,Olive,Spring,3.3,No,Express,Yes,Yes,50,Cash,Fortnightly
301,41,Female,Shoes,Footwear,52,Arizona,M,Green,Fall,4.2,Yes,Free Shipping,No,No,34,Venmo,Fortnightly
302,68,Male,Sneakers,Footwear,29,New York,M,Black,Spring,4.7,Yes,2-Day Shipping,Yes,Yes,11,Venmo,Fortnightly
303,27,Male,Sweater,Clothing,28,New Jersey,L,Orange,Winter,4.4,Yes,Express,Yes,Yes,5,Credit Card,Bi-Weekly
304,53,Male,Jeans,Clothing,37,Washington,L,Yellow,Fall,4.1,No,Standard,Yes,Yes,14,Debit Card,Bi-Weekly
305,27,Female,Slippers,Footwear,44,Arizona,M,Orange,Summer,2.9,No,Free Shipping,No,No,50,Cash,Bi-Weekly
306,46,Male,Slippers,Footwear,56,Missouri,XL,Orange,Fall,2.7,Yes,2-Day Shipping,Yes,Yes,39,Venmo,Weekly
307,44,Male,Boots,Footwear,63,Arizona,M,Orange,Spring,4.0,No,Store Pickup,Yes,Yes,38,Venmo,Bi-Weekly
308,41,Male,Shirt,Clothing,79,California,M,Green,Summer,3.8,Yes,Store Pickup,No,No,14,Bank Transfer,Monthly
309,52,Male,Shoes,Footwear,54,New Jersey,L,Blue,Fall,3.1,No,Express,No,No,24,PayPal,Bi-Weekly
310,61,Male,Sweater,Clothing,61,Indiana,S,Red,Winter,3.2,Yes,Express,No,No,36,Venmo,Monthly
311,34,Male,Shirt,Clothing,32,Texas,XL,Olive,Winter,3.5,No,Store Pickup,No,No,48,Debit Card,Fortnightly
312,63,Male,Shoes,Footwear,29,Washington,L,Beige,Fall,3.7,No,Free Shipping,No,No,30,Venmo,Weekly
313,27,Male,Coat,Outerwear,69,Michigan,XL,Green,Summer,3.5,No,Next Day Air,No,No,2,Debit Card,Annually
314,33,Male,Jacket,Outerwear,51,Florida,S,Charcoal,Winter,3.5,No,Express,No,No,43,Debit Card,Annually
315,34,Male,Gloves,Accessories,35,Ohio,M,Beige,Spring,2.8,No,Express,No,No,47,Venmo,Bi-Weekly
316,68,Male,Hat,Accessories,23,Indiana,L,Pink,Summer,4.7,No,Store Pickup,Yes,Yes,2,Venmo,Every 3 Months
317,24,Male,Hoodie,Clothing,20,Georgia,L,Maroon,Summer,4.0,No,Free Shipping,Yes,Yes,20,Bank Transfer,Weekly
318,38,Female,Jewelry,Accessories,61,Washington,L,Olive,Fall,2.9,No,Free Shipping,Yes,Yes,49,Debit Card,Fortnightly
319,40,Male,Jeans,Clothing,36,New Jersey,M,Pink,Fall,3.6,No,2-Day Shipping,Yes,Yes,48,Cash,Monthly
320,60,Female,Hat,Accessories,20,North Carolina,L,White,Summer,3.5,Yes,Store Pickup,No,No,49,PayPal,Quarterly
321,43,Female,Hoodie,Clothing,58,Indiana,M,Yellow,Winter,4.0,Yes,Free Shipping,Yes,Yes,49,PayPal,Quarterly
322,69,Male,Jewelry,Accessories,24,Michigan,M,Blue,Summer,4.0,Yes,2-Day Shipping,No,No,2,PayPal,Bi-Weekly
323,57,Male,Gloves,Accessories,51,Wisconsin,M,Brown,Fall,4.1,No,2-Day Shipping,No,No,8,Bank Transfer,Annually
324,55,Male,Handbag,Accessories,23,New York,L,White,Spring,4.2,No,Next Day Air,No,No,25,Debit Card,Quarterly
325,57,Female,Belt,Accessories,26,Indiana,M,Purple,Spring,2.8,Yes,Next Day Air,Yes,Yes,31,Debit Card,Bi-Weekly
326,26,Male,Blouse,Clothing,50,New York,M,Yellow,Spring,3.3,No,Standard,No,No,21,Debit Card,Monthly
327,41,Female,Shorts,Clothing,53,Tennessee,L,Green,Spring,2.5,No,Express,Yes,Yes,14,PayPal,Bi-Weekly
328,49,Male,Coat,Outerwear,86,Colorado,XL,Orange,Winter,,No,2-Day Shipping,Yes,Yes,13,PayPal,Weekly
329,29,Male,Boots,Footwear,53,Arizona,M,Pink,Fall,3.6,No,Express,No,No,31,Bank Transfer,Weekly
330,24,Male,Shirt,Clothing,52,Indiana,L,Blue,Winter,4.3,No,Store Pickup,Yes,Yes,49,PayPal,Monthly
331,25,Female,Handbag,Accessories,46,Massachusetts,L,Maroon,Summer,2.9,Yes,Standard,No,No,42,Bank Transfer,Weekly
332,59,Male,Sweater,Clothing,48,Colorado,M,Yellow,Spring,4.1,No,Express,Yes,Yes,9,Venmo,Annually
333,52,Female,Gloves,Accessories,32,New Jersey,L,Grey,Summer,3.3,Yes,Next Day Air,No,No,8,Credit Card,Annually
334,32,Female,Shirt,Clothing,23,Tennessee,XL,Brown,Spring,3.5,Yes,Free Shipping,Yes,Yes,14,Credit Card,Every 3 Months
335,57,Male,Sneakers,Footwear,63,Illinois,L,Green,Summer,4.3,No,2-Day Shipping,No,No,37,Debit Card,Every 3 Months
336,54,Male,Scarf,Accessories,35,Tennessee,S,Orange,Spring,2.7,No,Standard,Yes,Yes,1,Debit Card,Quarterly
337,61,Male,Shoes,Footwear,48,Arizona,L,Beige,Spring,3.4,No,Next Day Air,No,No,36,PayPal,Every 3 Months
338,66,Female,Sunglasses,Accessories,54,California,L,Orange,Fall,3.5,Yes,Free Shipping,Yes,Yes,30,PayPal,Every 3 Months
339,64,Male,Handbag,Accessories,20,Missouri,L,Olive,Winter,4.3,No,Express,No,No,33,Credit Card,Monthly
340,27,Female,Belt,Accessories,59,New Jersey,S,Orange,Spring,3.0,No,Standard,No,No,44,Venmo,Every 3 Months
341,58,Male,Sneakers,Footwear,54,Indiana,S,Green,Winter,4.9,No,Standard,No,No,30,Venmo,Fortnightly
342,38,Female,Gloves,Accessories,39,New Jersey,L,Olive,Winter,5.0,No,2-Day Shipping,Yes,Yes,32,Bank Transfer,Annually
343,39,Female,Shoes,Footwear,49,Pennsylvania,M,Purple,Spring,4.5,No,Standard,No,No,25,Credit Card,Quarterly
344,52,Male,Backpack,Accessories,20,Pennsylvania,XL,Brown,Spring,3.2,No,Next Day Air,No,No,33,PayPal,Weekly
345,49,Female,Sunglasses,Accessories,32,Ohio,M,Red,Spring,4.2,No,Next Day Air,No,No,20,Bank Transfer,Fortnightly
346,40,Female,Shirt,Clothing,50,North Carolina,L,Charcoal,Fall,2.7,No,Free Shipping,No,No,4,Credit Card,Weekly
347,70,Female,Jacket,Outerwear,85,California,S,Olive,Fall,4.7,No,Standard,No,No,2,Credit Card,Fortnightly
348,27,Male,Hat,Accessories,32,Virginia,L,Olive,Winter,3.8,No,Express,No,No,36,PayPal,Every 3 Months
349,23,Male,Shirt,Clothing,20,New Jersey,L,Green,Fall,2.9,No,Express,No,No,32,Cash,Every 3 Months
350,19,Male,Scarf,Accessories,20,Wisconsin,M,Maroon,Spring,3.3,Yes,2-Day Shipping,Yes,Yes,21,Debit Card,Annually
351,61,Male,Jeans,Clothing,75,Arizona,M,Brown,Winter,4.5,No,Express,Yes,Yes,38,Bank Transfer,Weekly
352,39,Male,Hat,Accessories,20,Wisconsin,XL,White,Winter,4.7,Yes,Free Shipping,No,No,24,PayPal,Monthly
353,41,Male,Jewelry,Accessories,56,Illinois,L,Charcoal,Fall,3.8,No,Standard,No,No,13,Bank Transfer,Every 3 Months
354,52,Male,Shirt,Clothing,30,Michigan,M,Purple,Winter,3.7,Yes,Free Shipping,No,No,30,PayPal,Annually
355,41,Male,Sunglasses,Accessories,32,New Jersey,M,Purple,Summer,4.4,No,Store Pickup,Yes,Yes,19,Debit Card,Weekly
356,48,Male,Jeans,Clothing,54,New Jersey,XL,Green,Fall,4.6,No,Standard,Yes,Yes,49,Cash,Quarterly
357,21,Female,Slippers,Footwear,42,New Jersey,L,Maroon,Fall,4.4,Yes,Express,Yes,Yes,37,Venmo,Weekly
358,26,Female,Belt,Accessories,58,Michigan,M,White,Summer,3.5,No,Next Day Air,No,No,38,PayPal,Weekly
359,67,Male,Dress,Clothing,46,Texas,M,Green,Winter,4.1,No,Store Pickup,No,No,35,Bank Transfer,Every 3 Months
360,41,Male,Shorts,Clothing,51,Indiana,S,Pink,Fall,4.6,Yes,Next Day Air,Yes,Yes,35,Venmo,Annually
361,26,Female,Sandals,Footwear,50,Georgia,L,Grey,Winter,2.9,No,Store Pickup,Yes,Yes,39,Cash,Fortnightly
362,37,Male,Hoodie,Clothing,54,Massachusetts,L,Blue,Summer,3.5,No,Standard,Yes,Yes,22,Debit Card,Every 3 Months
363,35,Male,Sweater,Clothing,68,New York,M,Orange,Summer,2.6,No,Next Day Air,No,No,42,Cash,Annually
364,32,Male,Sneakers,Footwear,53,Missouri,M,Pink,Winter,3.5,No,Standard,No,No,2,Credit Card,Monthly
365,33,Male,Skirt,Clothing,70,Ohio,M,Maroon,Spring,4.4,No,Next Day Air,Yes,Yes,34,PayPal,Fortnightly
366,56,Male,Shirt,Clothing,35,Wisconsin,S,Maroon,Fall,3.0,No,Express,Yes,Yes,27,PayPal,Every 3 Months
367,23,Female,Skirt,Clothing,56,Virginia,XL,Black,Winter,3.9,No,Next Day Air,No,No,1,Debit Card,Monthly
368,34,Male,Blouse,Clothing,52,Pennsylvania,L,Green,Winter,2.6,No,Next Day Air,No,No,34,Debit Card,Bi-Weekly
369,42,Male,Backpack,Accessories,20,Georgia,M,Maroon,Winter,4.7,No,Store Pickup,No,No,1,Debit Card,Annually
370,46,Female,Gloves,Accessories,38,Wisconsin,S,Olive,Fall,4.6,No,Store Pickup,No,No,36,PayPal,Quarterly
371,64,Female,Hoodie,Clothing,45,Arizona,S,White,Spring,3.8,No,Standard,No,No,27,Credit Card,Fortnightly
372,66,Male,Hat,Accessories,22,Colorado,L,Beige,Summer,4.3,No,Next Day Air,No,No,31,PayPal,Bi-Weekly
373,33,Male,Sneakers,Footwear,60,Massachusetts,M,Blue,Winter,2.8,No,Standard,No,No,31,Venmo,Bi-Weekly
374,46,Male,Backpack,Accessories,37,Illinois,M,Maroon,Fall,4.6,No,2-Day Shipping,Yes,Yes,16,Venmo,Monthly
375,19,Male,Shorts,Clothing,43,New York,XL,Yellow,Summer,4.3,No,2-Day Shipping,Yes,Yes,32,Credit Card,Fortnightly
376,50,Male,Pants,Clothing,43,California,M,White,Winter,2.8,No,Free Shipping,Yes,Yes,12,Venmo,Quarterly
377,26,Female,Sunglasses,Accessories,33,North Carolina,L,Blue,Summer,5.0,No,Free Shipping,No,No,38,Credit Card,Monthly
378,21,Male,Dress,Clothing,39,Colorado,S,Olive,Summer,2.6,No,Next Day Air,No,No,5,Credit Card,Weekly
379,53,Male,Scarf,Accessories,37,Pennsylvania,M,Beige,Summer,4.1,Yes,Standard,Yes,Yes,8,Credit Card,Weekly
380,27,Female,Sandals,Footwear,45,Illinois,L,Black,Summer,2.9,No,Store Pickup,No,No,36,PayPal,Weekly
381,43,Male,Sandals,Footwear,94,Georgia,L,Olive,Fall,4.3,No,Store Pickup,No,No,3,Bank Transfer,Fortnightly
382,23,Female,Sneakers,Footwear,33,Illinois,L,Maroon,Winter,2.7,No,Standard,Yes,Yes,49,PayPal,Weekly
383,57,Female,Jewelry,Accessories,26,North Carolina,M,Pink,Winter,2.7,No,Store Pickup,No,No,2,Cash,Quarterly
384,58,Male,Blouse,Clothing,37,Arizona,M,Black,Summer,3.7,Yes,Express,No,No,27,Venmo,Quarterly
385,48,Male,Sunglasses,Accessories,65,Ohio,M,Yellow,Summer,5.0,No,Free Shipping,Yes,Yes,50,Bank Transfer,Weekly
386,62,Female,Jewelry,Accessories,20,California,S,Grey,Winter,3.2,No,Standard,No,No,34,Bank Transfer,Bi-Weekly
387,41,Female,Scarf,Accessories,41,New York,M,Green,Fall,4.0,Yes,Standard,Yes,Yes,32,PayPal,Bi-Weekly
388,27,Female,Gloves,Accessories,38,North Carolina,M,Red,Spring,3.8,Yes,2-Day Shipping,No,No,35,Credit Card,Monthly
389,26,Male,Jewelry,Accessories,40,Florida,S,Brown,Fall,4.6,No,Standard,No,No,36,Cash,Quarterly
390,29,Female,Boots,Footwear,73,New Jersey,M,Beige,Winter,3.2,No,Next Day Air,No,No,9,PayPal,Monthly
391,28,Male,Sneakers,Footwear,73,Florida,S,Grey,Summer,3.9,No,Standard,No,No,16,PayPal,Bi-Weekly
392,35,Male,Hoodie,Clothing,38,California,M,Charcoal,Fall,4.9,No,Express,Yes,Yes,10,Cash,Weekly
393,29,Male,Scarf,Accessories,37,Massachusetts,L,Brown,Winter,3.3,No,Next Day Air,Yes,Yes,11,Credit Card,Every 3 Months
394,49,Female,Hoodie,Clothing,20,Massachusetts,XL,Orange,Spring,3.6,Yes,Express,No,No,11,Bank Transfer,Every 3 Months
395,25,Male,Slippers,Footwear,56,Colorado,S,Beige,Winter,4.7,No,Express,Yes,Yes,32,Credit Card,Annually
396,50,Male,Jeans,Clothing,33,Florida,M,Brown,Spring,3.3,Yes,Next Day Air,No,No,47,Venmo,Quarterly
397,35,Female,Pants,Clothing,42,Colorado,L,Beige,Spring,3.5,Yes,Express,Yes,Yes,28,PayPal,Bi-Weekly
398,54,Male,Skirt,Clothing,20,Indiana,S,Red,Summer,3.3,Yes,Free Shipping,Yes,Yes,1,Bank Transfer,Quarterly
399,45,Male,Sandals,Footwear,61,Massachusetts,L,Brown,Spring,4.5,No,2-Day Shipping,No,No,35,Bank Transfer,Annually
400,65,Male,Shoes,Footwear,29,Georgia,S,Olive,Fall,4.8,No,2-Day Shipping,No,No,28,Credit Card,Weekly
401,41,Male,Handbag,Accessories,37,Michigan,L,Beige,Fall,4.1,No,Standard,No,No,39,Cash,Monthly
402,33,Female,Sandals,Footwear,36,Tennessee,M,Yellow,Summer,4.1,No,2-Day Shipping,No,No,19,Credit Card,Quarterly
403,49,Female,Shirt,Clothing,32,New York,L,Orange,Winter,3.5,No,Express,No,No,22,Debit Card,Annually
404,52,Male,Boots,Footwear,72,Virginia,M,Charcoal,Summer,2.5,No,2-Day Shipping,No,No,33,Bank Transfer,Monthly
405,41,Female,Sweater,Clothing,53,Ohio,S,Orange,Winter,2.9,Yes,Next Day Air,No,No,36,Credit Card,Annually
406,47,Female,Hat,Accessories,52,Indiana,M,Beige,Fall,2.9,No,Next Day Air,No,No,12,Credit Card,Every 3 Months
407,42,Male,Jewelry,Accessories,58,New York,M,Charcoal,Fall,2.8,No,Store Pickup,No,No,30,Credit Card,Every 3 Months
408,34,Female,Dress,Clothing,33,Washington,XL,Green,Winter,4.1,Yes,Next Day Air,No,No,49,Cash,Weekly
409,34,Male,Skirt,Clothing,67,North Carolina,M,Green,Summer,2.8,No,Standard,Yes,Yes,4,Credit Card,Monthly
410,66,Female,Blouse,Clothing,23,Michigan,S,Green,Spring,2.7,Yes,Free Shipping,No,No,17,Credit Card,Every 3 Months
411,53,Male,Hoodie,Clothing,56,Georgia,M,Green,Winter,3.5,Yes,Standard,Yes,Yes,27,Bank Transfer,Weekly
412,23,Male,Blouse,Clothing,37,California,M,Brown,Fall,3.1,No,Express,No,No,47,PayPal,Annually
413,68,Male,Belt,Accessories,21,Indiana,L,Purple,Spring,2.9,No,Free Shipping,No,No,49,Bank Transfer,Quarterly
414,55,Female,Shirt,Clothing,54,Washington,L,Olive,Winter,2.9,No,Standard,No,No,30,Cash,Every 3 Months
415,20,Male,Jacket,Outerwear,89,Massachusetts,S,Brown,Fall,3.1,Yes,2-Day Shipping,No,No,28,Cash,Quarterly
416,56,Male,Slippers,Footwear,68,Washington,M,Brown,Fall,3.8,No,Free Shipping,No,No,21,PayPal,Annually
